"keep","Species","ID","site","acc","Species.no.ssp","code","new.code","family","group","nat.inv","appendage type","appendage","disp.cat.all","disp.cat.nat","morph.mass.mg","chem.mass.mg","set.time.mpsec","prop.C","prop.N","height.cm","shape","size.mm","width","coat.perm.perc","E.S","coat.thick","fruit.thick","both.thick","coat.thick.per.width","wing.loading","ldd.all","ldd.natural","mucilage","fleshy.end","starchy.end","smooth.coarse","AI","oil.prop.kew","prot.prop.kew","carb.prop.kew"
"keep","Hordeum murinum","SAC-04","SAC","SAC","Hordeum murinum","HORMUR","HORMUR","Poaceae","grass","invasive","elongated appendage","awn","human","adhesive",95.16,74.55,206.25939804,0.409963057686843,0.0231969309462916,32.22692308,0.202932539,49.2179775,2.2334545,68.4781630419138,0.305125734870425,0,0,0.0562,0.0251628139279309,1.05712007697647,7,6,0,0,1,1,0.2554,0.01,0.24,0.75
"combine","Hypochaeris glabra","MCL-EE-67","MCL","MCL-EE","Hypochaeris glabra","HYPGLA","HYPGLA","Asteraceae","forb","invasive","elongated appendage","plume","human","wind",NA,NA,NA,0.489033834586466,0.0331315789473684,27.25792685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,1,0.5647,NA,NA,NA
"combine","Hypochaeris glabra","MCL-ML-26a","MCL","MCL-ML","Hypochaeris glabra","HYPGLA","HYPGLA","Asteraceae","forb","invasive","elongated appendage","plume","human","wind",6.7334,4.5617,130.51099568,NA,NA,27.25792685,0.152548584,3.3856331,0.58052089,64.048485104935,1,0,0.006,0.006,0.0103355453754644,0.119541810482326,7,5,0,NA,NA,1,0.5647,NA,NA,NA
"combine","Hypochaeris glabra","MCL-ML-26b","MCL","MCL-ML","Hypochaeris glabra","HYPGLA","HYPGLA","Asteraceae","forb","invasive","elongated appendage","plume","human","wind",8.2107,5.3426,126.46809426,NA,NA,27.25792685,0.151411293,3.2748467,0.57165798,95.0048021081136,1,0,0.0042,0.0042,0.00734705041640458,0.105690319319228,7,5,0,NA,NA,1,0.5647,NA,NA,NA
"keep","Laennecia coulteri","CBG-22531","CBG","CBG","Laennecia coulteri","LAECOU","LAECOU","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",0.3259,0.3259,74.556758274,0.537793572311496,0.0363813349814586,80,0.071092364,0.97935196,0.42541986,52.3688859058532,1,0,8e-04,8e-04,0.0018804951889176,0.267324980063413,5,5,0,NA,NA,0,0.199,NA,NA,NA
"combine","Lagophylla minor","MCL-EE-68","MCL","MCL-EE","Lagophylla minor","LAGMIN","LAGMIN","Asteraceae","forb","native","no appendage","none","unknown","unknown",NA,NA,NA,0.512894736842105,0.0490853658536585,12.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,0,0.5647,NA,NA,NA
"combine","Lagophylla minor","MCL-ML-29","MCL","MCL-ML","Lagophylla minor","LAGMIN","LAGMIN","Asteraceae","forb","native","no appendage","none","unknown","unknown",3.4951,3.4951,110.043450122,NA,NA,12.35,0.110842764,2.38190825,0.5893838,81.5558437961532,1,0,0.0326,0.0326,0.0553120055216991,0.788839980102933,2,2,0,NA,NA,0,0.5445,NA,NA,NA
"keep","Langloisia setosissima ssp. punctata","CBG-20066","CBG","CBG","Langloisia setosissima ssp. punctata","LANSETP","LANSET","Polemoniaceae","forb","native","no appendage","none","unknown","unknown",2.7034,2.7034,166.32410794,0.454990366088632,0.0287971373520506,8.89,0.05194944,1.44243935,0.69130731,760.616796963225,0.890683935967576,0.0264,0,0.0264,0.0381885156110963,0.907827727623044,2,2,0,NA,NA,0,0.0813,NA,NA,NA
"keep","Lasthenia californica","CP-4","CP","CP","Lasthenia californica","LASCAL","LASCAL","Asteraceae","forb","native","elongated appendage","pappus","ant","ant",1.1198,1.1198,117.26036284,NA,NA,11.3699358975,0.147675159,2.3619666,0.38553677,33.1690529096539,1,0,0.0266,0.0266,0.0689947161200733,0.403557301028376,3,3,0,NA,NA,1,0.2077,NA,NA,NA
"combine","Lasthenia californica","MCL-EE-34","MCL/UCD","MCL-EE","Lasthenia californica","LASCAL","LASCAL","Asteraceae","forb","native","elongated appendage","pappus","ant","ant",NA,NA,NA,0.470237654320988,0.0421111111111111,11.3699358975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,1,NA,NA,NA,NA
"combine","Lasthenia californica","UCD-1","MCL/UCD","UCD","Lasthenia californica","LASCAL","LASCAL","Asteraceae","forb","native","elongated appendage","pappus","ant","ant",1.9536,1.9536,146.18801264,NA,NA,11.3699358975,0.141041159,2.713775139,0.512079478,52.2976466642428,1,0,0.0138,0.0138,0.0269489417031471,0.254858725178862,3,3,0,NA,NA,1,NA,NA,NA,NA
"keep","Lasthenia coronaria","CBG-21066","CBG","CBG","Lasthenia coronaria","LASCOR","LASCOR","Asteraceae","forb","native","flat appendage","pappus","unassisted","unassisted",1.0479,1.0479,105.76210435,0.51165429808287,0.0324242424242424,40,0.153914285,2.18717045,0.34565366,27.4411810031862,1,0,0.0084,0.0084,0.024301782310073,0.28775528519465,2,2,0,NA,NA,1,0.1362,NA,NA,NA
"keep","Lasthenia minor","CP-16","CP","CP","Lasthenia minor","LASMIN","LASMIN","Asteraceae","forb","native","flat appendage","pappus","unassisted","unassisted",1.0278,1.0278,99.676797772,0.479605543710021,0.0410047974413646,35,0.1315004,2.180910071,0.386169843,56.7365733744337,1,0,0.0146,0.0146,0.0378071987356092,0.252571208321303,2,2,0,NA,NA,1,0.189,NA,NA,NA
"keep","Layia glandulosa","CBG-21072","CBG","CBG","Layia glandulosa","LAYGLA","LAYGLA","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",8.92,6.747,147.47159274,0.55680421172453,0.0250682982356289,31.5,0.138536509,3.990527222,0.807509967,76.8814301029718,1,0,0.0386,0.0386,0.0478012675724658,0.269423070063197,5,5,0,NA,NA,1,0.1846,NA,NA,NA
"combine","Layia platyglossa","CBG-21171","CBG/SS","CBG","Layia platyglossa","LAYPLA","LAYPLA","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",5.9047,5.9047,162.24628412,NA,NA,23.2333333333333,0.126374029,3.37455465,0.75777916,68.9364506335828,1,0,0.0342,0.0342,0.0451318824867129,0.393344153545058,5,5,0,NA,NA,1,0.1894,NA,NA,NA
"combine","Layia platyglossa","SS-26","CBG/SS","SS","Layia platyglossa","LAYPLA","LAYPLA","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",NA,NA,NA,0.523498513379584,0.0389626693095474,23.2333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,1,0.2358,NA,NA,NA
"keep","Lepidium dictyotum","CP-5","CP","CP","Lepidium dictyotum","LEPDIC","LEPDIC","Brassicaceae","forb","native","no appendage","none","unassisted","unassisted",4.8807,4.8807,212.45796858,0.478552743815752,0.0351464316178561,7.5,0.073090154,1.5288527,0.5273434,2855.11240091622,1,0.0238,0,0.0238,0.045131881806049,1.48096661595933,1,1,1,NA,NA,1,0.1917,NA,NA,NA
"keep","Lepidium lasiocarpum","SD-12","SD","SD","Lepidium lasiocarpum","LEPLAS","LEPLAS","Brassicaceae","forb","native","balloon structure","balloon","unassisted","unassisted",12.564,3.2491,189.21830114,0.504785333751175,0.0421059229081793,20,0.07316912,1.5222056,0.51404904,100.166223198873,1,0.0192,0,0.0192,0.0373505220435778,0.926447509417534,1,1,1,NA,NA,0,0.1157,0.24,0.26,0.5
"keep","Lepidium nitidum","CP-6","CP","CP","Lepidium nitidum","LEPNIT","LEPNIT","Brassicaceae","forb","native","no appendage","none","unassisted","unassisted",5.9153,5.9153,215.52090222,0.471942733990148,0.0342487684729064,6.14625,0.061502107,1.72605255,0.7223275,2981.86158886236,0.96127147263311,0.0274,0,0.0274,0.0379329320841308,1.35868242630174,1,1,1,0,0,0,0.1874,NA,NA,NA
"combine","Lepidium nitidum","MCL-EE-35","MCL/SS","MCL-EE","Lepidium nitidum","LEPNIT","LEPNIT","Brassicaceae","forb","native","no appendage","none","unassisted","unassisted",NA,NA,NA,0.457175897748022,0.037522824102252,6.14625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA
"combine","Lepidium nitidum","MCL-ML-21","MCL/SS","MCL-ML","Lepidium nitidum","LEPNIT","LEPNIT","Brassicaceae","forb","native","no appendage","none","unassisted","unassisted",9.28983333333333,9.28983333333333,240.85043016,NA,NA,6.14625,0.070917447,1.9564882,0.6913073,NA,NA,NA,NA,NA,NA,1.66172013137529,1,1,NA,NA,NA,0,0.5647,NA,NA,NA
"combine","Lepidium nitidum","SS-27","MCL/SS","SS","Lepidium nitidum","LEPNIT","LEPNIT","Brassicaceae","forb","native","no appendage","none","unassisted","unassisted",NA,NA,NA,NA,NA,NA,NA,NA,NA,2820.49070516819,0.995977247252415,0.0098,0,0.0098,NA,NA,1,1,1,0,0,0,NA,NA,NA,NA
"keep","Leptosiphon montanus","CBG-23198","CBG","CBG","Leptosiphon montanus","LEPMON","LEPMON","Polemoniaceae","forb","native","no appendage","none","unknown","unknown",12.4971,12.4971,165.3443639,0.459900682805711,0.0494382371198014,35,0.081731777,2.71869895,0.87299702,794.728037843036,0.922478827173845,0.0128,0,0.0128,0.0146621348146183,1.37672945503035,2,2,1,1,0,1,0.1883,NA,NA,NA
"keep","Leptosyne bigelovii","CBG-21659","CBG","CBG","Leptosyne bigelovii","LEPBIG","LEPBIG","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",12.6029,12.6029,109.02356739,0.498761517615176,0.018260162601626,20,0.128827387,7.6442634,1.19649346,81.2942469559015,1,0.0098,0.0292,0.039,0.0325952471148484,0.335161389986559,5,5,0,NA,NA,1,0.164,NA,NA,NA
"keep","Lesquerella gordonii","SD-13","SD","SD","Lesquerella gordonii","LESGOR","LESGOR","Brassicaceae","forb","native","no appendage","none","unknown","unknown",7.4293,7.4293,183.3337932,0.525044722719141,0.0404472271914132,41,0.06296793,1.5864617,0.67358148,605.57979228796,1,0.0162,0,0.0162,0.0240505424822547,1.46011615475281,2,2,1,NA,NA,0,0.1157,0.27,0.23,0.5
"keep","Linanthus bigelovii","CBG-21670","CBG","CBG","Linanthus bigelovii","LINBIG","LINBIG","Polemoniaceae","forb","native","balloon structure","balloon","unknown","unknown",1.6802,1.6802,140.54249428,0.509086727989488,0.0221090670170828,12.5,0.023408906,1.5155583,1.02366664,99.2389619255491,0.920478936094802,0.0116,0,0.0116,0.0113318140366477,0.389827927233729,2,2,0,1,0,0,0.3429,NA,NA,NA
"combine","Linanthus dichotomus","CBG-19965","MCL/CBG","CBG","Linanthus dichotomus","LINDIC","LINDIC","Polemoniaceae","forb","native","no appendage","none","unknown","unknown",0.6679,0.6679,124.08085954,NA,NA,8.26,0.024440044,0.86856557,0.58052089,324.582243280478,0.887612380424133,0.0092,0,0.0092,0.0158478362423788,0.482287547533377,2,2,1,1,0,1,0.0325,NA,NA,NA
"combine","Linanthus dichotomus","MCL-EE-37","MCL/CBG","MCL-EE","Linanthus dichotomus","LINDIC","LINDIC","Polemoniaceae","forb","native","no appendage","none","unknown","unknown",NA,NA,NA,0.535685295035904,0.0310615048392132,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA
"keep","Loeseliastrum matthewsii","CBG-19951","CBG","CBG","Loeseliastrum matthewsii","LOEMAT","LOEMAT","Polemoniaceae","forb","native","no appendage","none","unknown","unknown",4.2732,4.2732,229.67076428,0.464758138119866,0.0200730149072102,8.89,0.017355238,1.3161427,0.94833186,1567.08542966811,1,0.0088,0,0.0088,0.00927945202642459,1.19665981028277,2,2,1,1,0,1,0.0374,NA,NA,NA
"keep","Logfia filaginoides","MCL-ML-32","MCL","MCL-ML","Logfia filaginoides","LOGFIL","LOGFIL","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",0.3325,0.3325,114.19515778,0.503667189952904,0.051309262166405,13.825,0.060369347,0.7311904,0.35008511,30.1225247942033,1,0,0.0064,0.0064,0.0182812688034633,0.44792647895085,5,5,0,NA,NA,1,0.5647,NA,NA,NA
"keep","Logfia gallica","SFREC-16","SFREC","SFREC","Logfia gallica","LOGGAL","LOGGAL","Asteraceae","forb","invasive","no appendage","none","wind","wind",0.2117,0.2117,94.72574719,0.473822843822844,0.0491763791763792,13.3,0.023780556,0.833113925,0.56057932,68.6418014161783,1,0,0.0062,0.0062,0.0110599870148617,0.145168644203722,5,5,0,NA,NA,1,0.4843,NA,NA,NA
"keep","Lupinus bicolor","CBG-21064","CBG","CBG","Lupinus bicolor","LUPBIC","LUPBIC","Fabaceae","forb","native","no appendage","none","unassisted","unassisted",44.34,44.34,222.63065678,0.440651527439849,0.0672262773722628,20.21818965,0.041881024,2.6854631,1.3515946,89.2781770691807,0.838871114331505,0.056,0,0.056,0.041432541976714,3.17422400674923,1,1,0,0,0,1,0.1294,NA,NA,NA
"keep","Lupinus hirsutissimus","CBG-21395","CBG","CBG","Lupinus hirsutissimus","LUPHIR","LUPHIR","Fabaceae","forb","native","no appendage","none","unassisted","unassisted",237.99,237.99,255.17921777,0.446181818181818,0.0514952978056426,60,0.023347566,4.3051606,2.7386407,41.5562469067702,0.974066712787111,0.0944,0,0.0944,0.034469654964231,6.09673458905657,2,2,0,0,0,1,0.2309,0.1,0.41,0.48
"keep","Lupinus kingii","GRIN-W6-40813","GRIN","GRIN","Lupinus kingii","LUPKIN","LUPKIN","Fabaceae","forb","native","no appendage","none","unassisted","unassisted",97.41,97.41,282.74851034,0.404975907484741,0.0535078702216511,6.14,0.034920559,3.0865098,1.7149738,11.5181524149907,0.968669125165984,0.055,0,0.055,0.032070460784882,4.82653695720622,1,1,0,0,0,0,0.3202,NA,NA,NA
"keep","Lupinus microcarpus","MCL-ML-6","MCL","MCL-ML","Lupinus microcarpus","LUPMIC","LUPMIC","Fabaceae","forb","native","no appendage","none","unassisted","unassisted",244.71,244.71,293.17804552,0.449784978800727,0.0715081768625076,18.764,0.055994538,9.014993986,5.619893727,14.3081699981974,0.949157274324738,0.0482,0,0.0482,0.00857667463860211,4.08188534222271,1,1,0,0,0,1,0.5511,NA,NA,NA
"discard","Lupinus microcarpus var. horizontalis","CBG-23119","CBG","CBG","Lupinus microcarpus","LUPMICH","LUPMIC","Fabaceae","forb","native","no appendage","none","unassisted","unassisted",323.03,323.03,284.93630176,0.438305637982196,0.0631839762611276,44.6532,0.031586842,5.35098445,3.0399795,32.9117197903793,0.952373897769435,0.0812,0,0.0812,0.0267107064373296,5.44800851281055,2,2,0,0,0,1,0.131,NA,NA,NA
"discard","Lupinus microcarpus var. microcarpus","CBG-22614","CBG","CBG","Lupinus microcarpus","LUPMICM","LUPMIC","Fabaceae","forb","native","no appendage","none","unassisted","unassisted",335.05,335.05,330.71599272,0.48026770775237,0.0831901840490798,44.6532,0.027264293,4.9432903,2.9602132,2.13272788419267,0.923568269213604,0.1224,0,0.1224,0.0413483731509609,6.78896062522386,2,2,0,0,0,1,0.2016,NA,NA,NA
"combine","Lupinus sparsiflorus","CBG-21651","CBG/SS","CBG","Lupinus sparsiflorus","LUPSPA","LUPSPA","Fabaceae","forb","native","no appendage","none","unassisted","unassisted",66.1,66.1,295.53601452,NA,NA,27.5,0.028463935,2.9048202,1.7105424,40.8625948285071,0.984000087865546,0.0472,0,0.0472,0.0275935866892279,4.06899654002328,1,1,0,0,0,0,0.1781,NA,NA,NA
"combine","Lupinus sparsiflorus","SS-32","CBG/SS","SS","Lupinus sparsiflorus","LUPSPA","LUPSPA","Fabaceae","forb","native","no appendage","none","unassisted","unassisted",NA,NA,NA,0.450672077922078,0.0649123376623377,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0.2358,NA,NA,NA
"keep","Lupinus succulentus","CBG-22376","CBG","CBG","Lupinus succulentus","LUPSUC","LUPSUC","Fabaceae","forb","native","no appendage","none","unassisted","unassisted",261.08,261.08,292.4669172,0.4487379708551,0.0648886444872147,31.6,0.024253188,4.36276945,2.7519348,14.558650365619,0.982022598454418,0.1264,0,0.1264,0.0459313207565819,6.54282565583983,2,2,0,0,0,0,0.2085,0.05,0.38,0.57
"combine","Machaeranthera tagetina","GRIN-W6-42278","GRIN","GRIN","Machaeranthera tagetina","MACTAG","MACTAG","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",NA,6.9605,189.07754684,0.547243687252814,0.0436477030727107,51,0.115293872,2.9978808,0.71789605,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,1,0.2313,NA,NA,NA
"combine","Machaeranthera tagetina","GRIN-W6-42279","GRIN","GRIN","Machaeranthera tagetina","MACTAG","MACTAG","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",6.6608,6.6608,197.0943268,NA,NA,51,0.129903977,3.039241125,0.55393215,44.7762851993295,1,0,0.0842,0.0842,0.152004175962706,0.461535434042035,5,5,0,NA,NA,1,0.2286,NA,NA,NA
"combine","Madia elegans","CBG-22365","CBG/HED","CBG","Madia elegans","MADELE","MADELE","Asteraceae","forb","native","no appendage","none","adhesive","adhesive",20.85,20.85,243.71057808,NA,NA,32.9,0.110096657,3.8487205,0.85970266,56.867005031857,1,0,0.0692,0.0692,0.0804929462472525,1.57633877544954,6,6,0,NA,NA,0,0.2261,NA,NA,NA
"combine","Madia elegans","HED-2","CBG/HED","HED","Madia elegans","MADELE","MADELE","Asteraceae","forb","native","no appendage","none","adhesive","adhesive",NA,NA,NA,0.52214530714063,0.0437979420018709,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,0,NA,NA,NA,NA
"combine","Madia gracilis","SFREC-17a","SFREC","SFREC","Madia gracilis","MADGRA","MADGRA","Asteraceae","forb","native","elongated appendage","hairs","adhesive","adhesive",35.67,20.56,207.89319772,0.50578372159908,0.0431895312050618,33.9,0.120021842,4.00160585,0.65585564,76.4272282650922,1,0,0.0844,0.0844,0.128686855540344,2.65105057410741,6,6,0,NA,NA,1,0.4843,NA,NA,NA
"combine","Madia gracilis","SFREC-17b","SFREC","SFREC","Madia gracilis","MADGRA","MADGRA","Asteraceae","forb","native","elongated appendage","hairs","adhesive","adhesive",20.06,20.06,205.38612954,0.513835920177384,0.0393791574279379,33.9,0.120963308,4.2386888,0.75777914,78.1433852073097,1,0,0.072,0.072,0.0950144919534206,1.43553601712636,6,6,0,NA,NA,1,0.4843,NA,NA,NA
"keep","Malacothrix coulteri","CP-17","CP","CP","Malacothrix coulteri","MALCOU","MALCOU","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",2.6361,2.5805,152.94660316,0.525384144475054,0.0421426385062749,75,0.115946841,2.2822005,0.63369837,93.433375250943,1,0.0126,0.0232,0.0358,0.0564937542761866,0.579402357622723,5,5,0,NA,NA,1,0.1917,NA,NA,NA
"combine","Malacothrix fendleri","GRIN-W6-42280","GRIN","GRIN","Malacothrix fendleri","MALFEN","MALFEN","Asteraceae","forb","native","no appendage","pappus","animal","animal",NA,NA,NA,0.549054400455711,0.0333466248931928,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,1,0.19605,NA,NA,NA
"combine","Malacothrix fendleri","GRIN-W6-42281","GRIN","GRIN","Malacothrix fendleri","MALFEN","MALFEN","Asteraceae","forb","native","no appendage","pappus","animal","animal",1.7004,1.7004,131.40684388,NA,NA,17.5,0.114289556,1.9897243,0.56279507,83.4144093253156,1,0.0066,0.0188,0.0254,0.045131880775004,0.533966814848006,6,6,0,NA,NA,1,0.1934,NA,NA,NA
"combine","Malacothrix glabrata","CBG-23454","CBG/SS","CBG","Malacothrix glabrata","MALGLA","MALGLA","Asteraceae","forb","native","elongated appendage","pappus","animal","animal",2.5117,2.5117,160.64965352,NA,NA,38.106,0.13853252,2.8848784,0.60710962,80.1910694441076,1,0.0068,0.0164,0.0232,0.0382138566672688,0.481991291649156,6,6,0,NA,NA,1,0.057,NA,NA,NA
"combine","Malacothrix glabrata","SS-34","CBG/SS","SS","Malacothrix glabrata","MALGLA","MALGLA","Asteraceae","forb","native","elongated appendage","pappus","animal","animal",NA,NA,NA,0.508803232825614,0.0330867267640659,38.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,1,NA,NA,NA,NA
"keep","Malva parviflora","DW-13","DW","DW","Malva parviflora","MALPAR","MALPAR","Malvaceae","forb","invasive","no appendage","none","unassisted","unassisted",21.22,17.41,212.3810596,0.462063752875452,0.0409891554387118,65,0.01274129,1.7991717,1.3072798,98.2316867680583,0.392788110911985,0.0482,0,0.0482,0.0368704542057484,1.31127403756255,2,2,0,1,1,1,0.0572,0.15,0.25,0.61
"keep","Matthiola parviflora","SD-14","SD","SD","Matthiola parviflora","MATPAR","MATPAR","Brassicaceae","forb","invasive","no appendage","none","unassisted","unassisted",2.2556,2.2556,169.25565046,0.518657274295572,0.0591403105232892,22.7,0.046698205,1.21643485,0.58052089,65.7130367686147,0.943501007350429,0.042,0,0.042,0.0723488176282511,0.847050492899193,1,1,1,NA,NA,0,0.1157,NA,NA,NA
"combine","Medicago polymorpha","MCL-EE-40","MCL","MCL-EE","Medicago polymorpha","MEDPOL","MEDPOL","Fabaceae","forb","invasive","elongated appendage","hooks","adhesive","adhesive",NA,NA,NA,0.514376801152738,0.0576512968299712,30.707585775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,0,0.5527,0.07,0.37,0.56
"combine","Medicago polymorpha","MCL-ML-22","MCL","MCL-ML","Medicago polymorpha","MEDPOL","MEDPOL","Fabaceae","forb","invasive","elongated appendage","hooks","adhesive","adhesive",NA,NA,263.67984072,NA,NA,30.707585775,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04637467306718,6,6,NA,NA,NA,0,0.5647,0.07,0.37,0.56
"combine","Medicago polymorpha","MCL-ML-43","MCL","MCL-ML","Medicago polymorpha","MEDPOL","MEDPOL","Fabaceae","forb","invasive","elongated appendage","hooks","adhesive","adhesive",165.51,16.2732,NA,NA,NA,30.707585775,0.070489563,2.61899125,0.95276336,112.85175204845,1,0.0298,0.0734,0.1032,0.10831650788922,1.04637467306718,6,6,0,0,0,0,0.4884,0.07,0.37,0.56
"keep","Melilotus indicus","MD-7","MD","MD","Melilotus indicus","MELIND","MELIND","Fabaceae","forb","invasive","no appendage","none","unassisted","unassisted",15.96,15.96,242.20225448,0.433438107582631,0.0281691510045366,35,0.00870701,1.7238367,1.3826148,10.9630004320479,0.921352022535598,0.0652,0,0.0652,0.0471570245016906,2.26813403000861,2,2,0,0,0,1,0.0605,0.05,0.31,0.64
"keep","Mentzelia albicaulis","DW-14","DW","DW","Mentzelia albicaulis","MENALB","MENALB","Loasaceae","forb","native","no appendage","none","unassisted","unassisted",3.5497,3.5497,167.85001418,0.458397343343921,0.0364423909904707,23.5,0.013388442,1.4623809,1.1034327,68.7450766887234,0.890466094527189,0.0162,0,0.0162,0.0146814572379448,0.816581282312667,1,1,0,1,0,1,0.0583,0.35,0.19,0.46
"keep","Mentzelia involucrata","DW-15","DW","DW","Mentzelia involucrata","MENINV","MENINV","Loasaceae","forb","native","no appendage","none","unassisted","unassisted",16.39,16.39,220.33555584,0.445250399573788,0.0420564730953649,21,0.051316917,2.41735975,1.10343286,42.35568884012,0.920124045491798,0.0418,0,0.0418,0.037881779232132,1.59698128250244,1,1,0,1,0,1,0.0652,NA,NA,NA
"keep","Mentzelia micrantha","CBG-24806","CBG","CBG","Mentzelia micrantha","MENMIC","MENMIC","Loasaceae","forb","native","no appendage","none","unassisted","unassisted",7.6805,7.6805,198.22747972,0.516007388462631,0.0291673770957658,45,0.043801189,2.0561961,1.143316,33.4380680276653,0.835750675464898,0.031,0,0.031,0.0271141136833561,1.12828214713158,2,2,0,1,0,1,0.1473,NA,NA,NA
"combine","Micropus californicus","CBG-21968","MCL/SFREC/CBG","CBG","Micropus californicus","MICCAL","MICCAL","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",NA,0.6622,NA,NA,NA,17.5,NA,NA,NA,31.7347177120646,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,0.199,NA,NA,NA
"combine","Micropus californicus","MCL-EE-69","MCL/SFREC/CBG","MCL-EE","Micropus californicus","MICCAL","MICCAL","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",NA,NA,NA,0.438681898066784,0.0198031634446397,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA
"combine","Micropus californicus","SFREC-10","MCL/SFREC/CBG","SFREC","Micropus californicus","MICCAL","MICCAL","Asteraceae","forb","native","elongated appendage","pappus","wind","wind",8.4658,NA,92.842927094,NA,NA,17.5,0.004977853,3.9971742,3.3989274,NA,1,0,0.0292,0.0292,0.00859094548474322,0.221075351582092,5,5,0,NA,NA,NA,0.4725,NA,NA,NA
"keep","Microseris douglasii","CP-7","CP","CP","Microseris douglasii","MICDOU","MICDOU","Asteraceae","forb","native","elongated appendage","pappus","adhesive","adhesive",9.9548,9.2356,193.0888962,NA,NA,9.0964285725,0.152980718,4.68405,0.79766227,101.857559384249,1,0.0468,0.0832,0.13,0.162976243065878,0.501325247560942,6,6,0,NA,NA,1,0.1893,NA,NA,NA
"combine","Microseris douglasii","MCL-EE-42","MCL","MCL-EE","Microseris douglasii","MICDOU","MICDOU","Asteraceae","forb","native","elongated appendage","pappus","adhesive","adhesive",NA,NA,NA,0.503683473389356,0.0233648459383754,9.0964285725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,1,0.5527,NA,NA,NA
"combine","Microseris douglasii","MCL-ML-10","MCL","MCL-ML","Microseris douglasii","MICDOU","MICDOU","Asteraceae","forb","native","elongated appendage","pappus","adhesive","adhesive",30.65,21.87,157.79505316,NA,NA,9.0964285725,0.156958902,5.8317974,0.93060603,93.9643460695509,1,0.0156,0.062,0.0776,0.0833865217916114,0.619429665056979,6,6,0,NA,NA,1,0.5647,NA,NA,NA
"keep","Microseris elegans","CP-18","CP","CP","Microseris elegans","MICELE","MICELE","Asteraceae","forb","native","elongated appendage","pappus","adhesive","adhesive",4.5395,4.3479,148.16796414,0.472405165456013,0.0356362658057573,6.96,0.138811599,3.329132125,0.6979545,84.7232041509737,1,0.027,0.06588,0.09288,0.133074577210979,0.320807687681508,6,6,0,NA,NA,1,0.1901,NA,NA,NA
"combine","Microsteris gracilis","CBG-23090","MCL/CBG","CBG","Microsteris gracilis","MICGRA","MICGRA","Polemoniaceae","forb","native","no appendage","none","unknown","unknown",8.87675,8.87675,165.90937754,NA,NA,7.25,0.076516062,2.24010175,0.7223275,382.2532049577,0.93502551841004,0.0426,0,0.0426,0.0589760184957654,1.24923548139558,2,2,1,1,0,1,0.1598,NA,NA,NA
"combine","Microsteris gracilis","MCL-EE-43","MCL/CBG","MCL-EE","Microsteris gracilis","MICGRA","MICGRA","Polemoniaceae","forb","native","no appendage","none","unknown","unknown",NA,NA,NA,0.470654652445752,0.0295991173225451,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,0.5647,NA,NA,NA
"combine","Minuartia douglasii","CBG-19145","MCL/CBG","CBG","Minuartia douglasii","MINDOU","MINDOU","Caryophyllaceae","forb","native","no appendage","none","unassisted","unassisted",NA,NA,NA,0.424280946601942,0.0182797330097087,8.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0.1892,NA,NA,NA
