ID,use.,dispersule,seeds.per.disp,morphological.unit,chemical.unit,Species,species.alt,code,accept.code,family,group,nat.inv,year,germ.perc,dorm.perc,seed.mass.1000,tot.wgt.g,n.seeds,lat,long,ele.m,Location.Notes,orig.acc,site,type,mega.comp,microbe.rob,notes,AI
CBG-21078,both,,1,seed,seed,Clarkia epilobioides,,CLAEPI,CLEP,Onagraceae,forb,native,2003,20,NA,NA,0.040050633,1000,33.63663,-117.04461,564,,21078,CBG,wild,,,,0.1606
MCL-EE-13,both,,1,seed,seed,Clarkia gracilis,,CLAGRA,CLGR,Onagraceae,forb,native,2018,NA,NA,NA,0.1243,NA,38.87149122,-122.4275575,657,location estimate,,MCL-EE,wild,,,,0.5647
CBG-24443,,,,,,Clarkia purpurea,,CLAPUR,CLPU2,Onagraceae,forb,native,2016,98,NA,NA,0.10788,534,34.21967,-117.70438,1454,,24443,CBG,wild,,,,0.3216
MCL-EE-14,,,,,,Clarkia purpurea,,CLAPUR,CLPU2,Onagraceae,forb,native,NA,NA,NA,NA,NA,NA,38.86001,-122.4082,NA,,,MCL-EE,wild,,,,0.5527
MCL-ML-14,both,,1,seed,seed,Clarkia purpurea,,CLAPUR,CLPU2,Onagraceae,forb,native,2017,NA,NA,NA,0.21,NA,38.87001302,-122.4283065,665,location estimate,,MCL-ML,wild,,x,,0.5647
SS-12,,,,,,Clarkia purpurea,,CLAPUR,CLPU2,Onagraceae,forb,native,2017,90,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,x,x,,0.2358
CBG-21169,both,,1,seed,seed,Clarkia unguiculata,,CLAUNG,CLUN,Onagraceae,forb,native,2003,NA,NA,NA,0.167999549,600,34.16358,-117.68269,714,,21169,CBG,wild,,,,0.1812
SS-13,,,,,,Clarkia unguiculata,,CLAUNG,CLUN,Onagraceae,forb,native,2020,97,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
CBG-21666,both,,1,seed,seed,Claytonia parviflora ssp. parviflora,,CLAPARP,CLPAP,Montiaceae,forb,native,2005,0,NA,NA,0.24,600,34.41231,-117.77355,1588,,21666,CBG,wild,,,,0.3429
CBG-21667,both,,1,seed,seed,Claytonia parviflora ssp. viridis,,CLAPARV,CLPAV,Montiaceae,forb,native,2005,0,NA,NA,0.249974066,600,34.41231,-117.77355,1588,,21667,CBG,wild,,,,0.3429
CBG-21086,both,,1,seed,seed,Claytonia perfoliata,,CLAPER,CLPE,Montiaceae,forb,native,2003,NA,NA,NA,0.2066103,600,34.32333,-117.27166,960,,21086,CBG,wild,,,,0.1272
SS-14,,,,,,Claytonia perfoliata,,CLAPER,CLPE,Montiaceae,forb,native,2019,48,NA,NA,0.24,NA,NA,NA,NA,"collected from various locations in Riverside, San Diego, and Orange Counties",,SS,wild,,x,,NA
CBG-21075,both,,1,seed,seed,Collinsia concolor,,COLCON,COCO,Plantaginaceae,forb,native,2003,4,NA,NA,0.2758,550.2,33.63663,-117.04461,564,,21075,CBG,wild,,,,0.1606
CBG-20790,morph,,1,seed,seed,Collinsia heterophylla,,COLHET,COHE,Plantaginaceae,forb,native,2001,10,NA,NA,0.337608696,600,33.78286,-117.37926,703,,20790,CBG,wild,,,,0.1985
SS-15,chem,,1,seed,seed,Collinsia heterophylla,,COLHET,COHE,Plantaginaceae,forb,native,2020,98,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
CBG-20050,,,,,,Collinsia parviflora,,COLPAR,COPA3,Plantaginaceae,forb,native,1998,24,NA,NA,0.015292683,66,34.3273,-117.27275,1067,,20050,CBG,wild,,,,0.1192
CBG-21674,both,,1,seed,seed,Collinsia parviflora,,COLPAR,COPA3,Plantaginaceae,forb,native,2005,4.1,NA,NA,0.117545723,136,34.41231,-117.77356,1590,,21674,CBG,wild,,,,0.3429
MCL-EE-15,,,,,,Collinsia sparsiflora,,COLSPA,COSP,Plantaginaceae,forb,native,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,MCL-EE,wild,,,,NA
MCL-ML-35,both,,1,seed,seed,Collinsia sparsiflora,,COLSPA,COSP,Plantaginaceae,forb,native,2021,NA,NA,NA,0.12,117,38.87130959,-122.4275048,661,,,MCL-ML,wild,,,,0.5647
GRIN-W6-30101,both,,1,seed,seed,Convolvulus equitans,,CONEQU,COEQ,Convolvulaceae,forb,native,2004,99,NA,12.71,1.0168,80,33.96722,-111.8175,1241,,W6 30101,GRIN,wild,,,,0.2252
CBG-25587,both,,1,seed,seed,Cordylanthus nevinii,,CORNEV,CONE,Orobanchaceae,forb,native,2019,3.3,NA,NA,0.171705526,281,34.36752,-117.80118,2411,,25587,CBG,wild,,,,0.4025
CBG-25618,both,,1,seed,seed,Cordylanthus rigidus ssp. setiger,Cordylanthus filifolius,CORRIGS,CORIR,Orobanchaceae,forb,native,2020,55,NA,NA,0.285898858,600,34.10015,-116.91265,2155,,25618,CBG,wild,,,,0.4332
CBG-21073,,,,,,Crassula connata,,CRACON,CRCO34,Crassulaceae,forb,native,2003,NA,NA,NA,0.0105,2100,33.63663,-117.04461,564,,21073,CBG,wild,,,,0.1606
MCL-EE-16,,,,,,Crassula connata,,CRACON,CRCO34,Crassulaceae,forb,native,NA,NA,NA,NA,NA,NA,38.87103,-122.42759,NA,,,MCL-EE,wild,,,,0.5647
MCL-ML-19,,,,,,Crassula connata,,CRACON,CRCO34,Crassulaceae,forb,native,2021,NA,NA,NA,NA,NA,38.87244585,-122.4271412,NA,S ridge watering Exp NS,,MCL-ML,wild,,,,0.5647
SFREC-14,,,,,,Crassula connata,,CRACON,CRCO34,Crassulaceae,forb,native,2021,NA,NA,NA,NA,NA,39.25693242,-121.3115828,NA,,,SFREC,wild,,,,0.4843
CBG-25341,both,,1,nutlet,nutlet,Cryptantha angustifolia,,CRYANG,CRAN4,Boraginaceae,forb,native,2019,NA,NA,NA,0.170403482,600,33.75473,-116.18117,81,,25341,CBG,wild,,,,0.0306
DW-07,,,,,,Cryptantha angustifolia,,CRYANG,CRAN4,Boraginaceae,forb,native,2015,NA,NA,NA,NA,NA,33.260428,-116.348116,NA,use envelope 2,,DW,wild,,,dont need,0.0572
DW-08,both,,1,nutlet,nutlet,Cryptantha barbigera,,CRYBAR,CRBA5,Boraginaceae,forb,native,2015,NA,NA,NA,0.0614,114,33.239051,-116.393231,218,,,DW,wild,,,,0.0692
CBG-23536,both,,1,nutlet,nutlet,Cryptantha costata,,CRYCOS,CRCO15,Boraginaceae,forb,native,2012,5.1,NA,NA,0.261,1450,33.78259,-115.26145,141,,23536,CBG,wild,,,,0.0258
MCL-EE-17,,,1,nutlet,nutlet,Cryptantha hispidula,,CRYHIS,CRHI,Boraginaceae,forb,native,2019,NA,NA,NA,NA,NA,38.87274024,-122.4271505,667,,,MCL-EE,wild,,,elise doesnt have enough; cabinet,0.5647
CBG-21063,both,,1,nutlet,nutlet,Cryptantha intermedia,,CRYINT,CRIN8,Boraginaceae,forb,native,2003,97.8,NA,NA,0.1689,559.3,33.78222,-116.93833,506,,21063,CBG,wild,,,,0.1294
CBG-19947,both,,1,nutlet,nutlet,Cryptantha micrantha,,CRYMIC,CRMI,Boraginaceae,forb,native,1998,91.4,NA,NA,0.048,600,33.65655,-115.80227,457,,19947,CBG,wild,,,not enough of this species for phosphorus,0.0374
CBG-21656,,,1,nutlet,nutlet,Cryptantha micrantha,,CRYMIC,CRMI,Boraginaceae,forb,native,2005,0,NA,NA,0.00025,27,34.46286,-117.8198,1158,,21656,CBG,wild,,,not enough of this species for phosphorus,0.164
CBG-19168,both,,1,nutlet,nutlet,Cryptantha muricata,,CRYMUR,CRMU2,Boraginaceae,forb,native,1996,NA,NA,NA,0.168,600,33.31805,-116.74555,1265,,19168,CBG,wild,,,,0.2701
CBG-24470,both,,1,nutlet,nutlet,Cryptantha nevadensis var. rigida,,CRYNEVR,CRNER,Boraginaceae,forb,native,2016,82,NA,NA,0.2237,456.5,35.80835,-115.9604,1096,,24470,CBG,wild,,,,0.0632
CBG-21041,both,,1,nutlet,nutlet,Cryptantha pterocarya,,CRYPTE,CRPT,Boraginaceae,forb,native,2003,88,NA,NA,0.1498,416.1,34.43333,-117.58666,1250,,21041,CBG,wild,,,,0.1846
CBG-25902,both,,1,seed,seed,Cucurbita palmata,Cucurbita californica,CUCPAL,CUPA,Cucurbitaceae,forb,native,2020,0,NA,NA,25.06855127,347,33.64655,-115.84338,420,,25902,CBG,wild,,,,0.0363
SFREC-15,both,y,1,floret,caryopsis,Cynosurus echinatus,,CYNECH,CYEC,Poaceae,grass,invasive,2021,NA,NA,NA,0.32,NA,39.25693242,-121.3115828,287,,,SFREC,wild,,,,0.4843
GRIN-Ames-30658,,,,,,Daucus pusillus,,DAUPUS,DAPU3,Apiaceae,forb,native,2010,42,10,0.26,0.16,200,34.57833333,-113.3820833,753,,Ames 30658,GRIN,wild,,,,0.1062
GRIN-Ames-30662,,,,,,Daucus pusillus,,DAUPUS,DAPU3,Apiaceae,forb,native,2010,70,64,0.8,0.3,200,32.06725,-110.65625,1075,,Ames 30662,GRIN,wild,,,,0.1531
GRIN-Ames-30663,both,,1,mericarp,seed,Daucus pusillus,,DAUPUS,DAPU3,Apiaceae,forb,native,2010,74,47,0.8,0.48,200,32.33343333,-112.7886833,500,,Ames 30663,GRIN,wild,,,,0.0777
CBG-19502,,,,,,Deinandra fasciculata,Hemizonia fasciculata,DEIFAS,HEFA,Asteraceae,forb,native,1996,NA,NA,NA,0.01849635,42,33.65378,-117.88856,20,,19502,CBG,wild,,,,0.1822
CBG-22338,,,,,,Deinandra fasciculata,Hemizonia fasciculata,DEIFAS,HEFA,Asteraceae,forb,native,1996,59.2,NA,NA,0.228610036,254,34.12367,-118.3883,342,,22338,CBG,wild,,,,0.2168
CBG-24538,both,,1,achene,achene,Deinandra fasciculata,Hemizonia fasciculata,DEIFAS,HEFA,Asteraceae,forb,native,2016,84.6,NA,NA,0.119086066,196,34.10444,-118.73132,323,,24538,CBG,wild,,,,0.2083
SS-16,,,,,,Deinandra fasciculata,Hemizonia fasciculata,DEIFAS,HEFA,Asteraceae,forb,native,2018,82,NA,NA,0.3208,NA,NA,NA,NA,"collected from various locations in Riverside, San Diego, and Orange Counties",,SS,wild,,,,NA
CBG-21098,both,,1,floret,floret,Deschampsia danthonioides,,DESDAN,DEDA,Poaceae,grass,native,2003,NA,NA,NA,0.169602642,1000,32.89794,-118.48631,480,,21098,CBG,wild,,,,0.1894
CP-13,both,,1,seed,seed,Descurainia pinnata,,DESPIN,DEPI,Brassicaceae,forb,native,2020,NA,NA,NA,0.0959,NA,35.058155,-119.678276,NA,,,CP,wild,,,,0.2136
CBG-24818,both,,1,seed,seed,Diplacus bigelovii,Mimulus bigelovii,DIPBIG,MIBI6,Phrymaceae,forb,native,2017,0,NA,NA,0.16129114,10700,33.5114,-116.2221,252,,24818,CBG,wild,,,,0.0486
CBG-24475,,,,,,Draba cuneifolia,,DRACUN,DRCU,Brassicaceae,forb,native,2016,89.1,NA,NA,0.0775,1550,35.44455,-115.5445,1678,,24475,CBG,wild,,,,0.1094
SD-3,both,,1,seed,seed,Draba cuneifolia,,DRACUN,DRCU,Brassicaceae,forb,native,2012,NA,NA,NA,0.16,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
SD-4,,,,,,Draba cuneifolia,,DRACUN,DRCU,Brassicaceae,forb,native,2015,NA,NA,NA,NA,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,dont clean,0.1157
GRIN-PI-612852,both,,1,seed,seed,Dysphania ambrosioides,,DYSAMB,DYAM,Chenopodiaceae,forb,invasive,1994,NA,NA,0.232,0.08,400,NA,NA,NA,,PI 612852,GRIN,cultivated,,,,NA
GRIN-PI-612853,chem,,1,seed,seed,Dysphania ambrosioides,,DYSAMB,DYAM,Chenopodiaceae,forb,invasive,1994,NA,NA,0.232,0.08,400,NA,NA,NA,,PI 612853,GRIN,cultivated,,,,NA
MCL-EE-19,,,,,,Elymus caput-medusae,Taeniatherum caput-medusae,ELYCAP,TACA8,Poaceae,grass,invasive,2016,NA,NA,NA,NA,NA,38.86075,-122.41166,NA,,,MCL-EE,wild,,,have another acc,0.5445
SFREC-19,both,y,1,floret,caryopsis,Elymus caput-medusae,Taeniatherum caput-medusae,ELYCAP,TACA8,Poaceae,grass,invasive,2021,NA,NA,NA,0.41,NA,39.25693242,-121.3115828,287,,,SFREC,wild,x,,,0.4843
CBG-24539,both,,1,seed,seed,Emmenanthe penduliflora,,EMMPEN,EMPE,Boraginaceae,forb,native,2016,98,NA,NA,0.287651248,600,34.1038,-118.7315,329,,24539,CBG,wild,,,,0.2083
CBG-23928,both,,1,seed,seed,Emmenanthe penduliflora var. penduliflora,,EMMPENP,EMPEP,Boraginaceae,forb,native,2014,100,NA,NA,0.317994394,600,34.1905,-116.47905,1161,,23928,CBG,wild,,,,0.1192
CBG-21768,both,,1,seed,seed,Epilobium brachycarpum,,EPIBRA,EPBR3,Onagraceae,forb,native,2005,97.9,NA,NA,0.1149,600,34.11246,-117.7147,413,,21768,CBG,wild,,,,0.2012
MCL-EE-20,,,,,,Epilobium brachycarpum,,EPIBRA,EPBR3,Onagraceae,forb,native,2019,NA,NA,NA,NA,NA,38.87243,-122.42742,660,,,MCL-EE,wild,,,only need 200,0.5647
CBG-20045,,,,,,Eremothera boothii,Camissonia boothii,EREBOO,CABO7,Onagraceae,forb,native,1998,NA,NA,NA,0.123499483,950,36.17271,-117.302,410,,20045,CBG,wild,,,,0.0291
CBG-23457,both,,1,seed,seed,Eremothera boothii,Camissonia boothii,EREBOO,CABO7,Onagraceae,forb,native,2011,20.8,NA,NA,0.216,1200,34.27334,-116.46411,1128,,23457,CBG,wild,,,,0.1019
SD-5,both,,1,seed,seed,Eriastrum diffusum,,ERIDIF,ERDI2,Polemoniaceae,forb,native,2015,NA,NA,NA,0.2783,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
DW-09,both,,1,seed,seed,Eriastrum eremicum,,ERIERE,ERER2,Polemoniaceae,forb,native,2015,NA,NA,NA,0.0457,NA,33.23936,-116.391941,215,,,DW,wild,,,,0.0692
CBG-20564,,,,,,Eriastrum sapphirinum,,ERISAP,ERSA,Polemoniaceae,forb,native,2000,94,NA,NA,0.097831526,600,33.75783,-117.03427,481,,20564,CBG,wild,,,,0.1382
CBG-21164,both,,1,seed,seed,Eriastrum sapphirinum,,ERISAP,ERSA,Polemoniaceae,forb,native,2003,100,NA,NA,0.218978238,1200,34.10741,-117.7013,427,,21164,CBG,wild,,,,0.2018
CP-14,both,,1,achene,achene,Eriogonum gracillimum,,ERIGRA,ERGR6,Polygonaceae,forb,native,2020,NA,NA,NA,0.0453,NA,35.08413456,-119.6747668,NA,,,CP,wild,,,,0.1853
CBG-21262,both,,1,achene,achene,Eriogonum parishii,,ERIPAR,ERPA6,Polygonaceae,forb,native,2003,12,NA,NA,0.287496958,1250,34.17583,-116.87805,1890,,21262,CBG,wild,,,,0.399
GRIN-W6-40753,both,,1,achene,achene,Eriogonum pharnaceoides,,ERIPHA,ERPH2,Polygonaceae,forb,native,2010,92,NA,NA,0.18,200,35.10580556,-111.538,2202,,W6 40753,GRIN,wild,,,NOT collected in an aridland; collected before 2010,0.3044
SD-6,both,,1,achene + pappus,achene + pappus,Eriophyllum lanosum,Antheropeas lanosum,ERILAN,ANLA7,Asteraceae,forb,native,2015,NA,NA,NA,0.17,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
CBG-20686,chem,,1,achene + pappus,achene + pappus,Eriophyllum wallacei,riophyllum aureum,ERIWAL,ANWA,Asteraceae,forb,native,2001,22,NA,NA,0.032235811,600,34.25205,-115.72051,699,,20686,CBG,wild,,,not enough of this species for phosphorus,0.0431
CBG-21654,both,,1,achene + pappus,achene + pappus,Eriophyllum wallacei,riophyllum aureum,ERIWAL,ANWA,Asteraceae,forb,native,2005,40.8,NA,NA,0.029048013,121,34.46286,-117.8198,1158,,21654,CBG,wild,,,not enough of this species for phosphorus,0.164
CBG-21669,chem,,1,achene + pappus,achene + pappus,Eriophyllum wallacei,riophyllum aureum,ERIWAL,ANWA,Asteraceae,forb,native,2005,8,NA,NA,0.0277,277,34.27913,-117.4759,885,,21669,CBG,wild,,,not enough of this species for phosphorus,0.1546
SFREC-7,both,y,1,mericarp,seed,Erodium botrys,,EROBOT,ERBO,Geraniaceae,forb,invasive,2021,NA,NA,NA,0.63,NA,39.26820705,-121.3030999,417,,,SFREC,wild,x,,,0.5455
DW-10,,,,,,Erodium cicutarium,,EROCIC,ERCI6,Geraniaceae,forb,invasive,2015,NA,NA,NA,NA,NA,33.239051,-116.393231,NA,,,DW,wild,,,don't need,0.0692
MD-6,both,y,1,mericarp,seed,Erodium cicutarium,,EROCIC,ERCI6,Geraniaceae,forb,invasive,2021,NA,NA,NA,0.3,NA,34.01680584,-116.6278051,748,Mission creek,,MD,wild,,,,0.0909
CBG-20688,,,,,,Erodium texanum,,EROTEX,ERTE13,Geraniaceae,forb,native,2001,NA,NA,NA,0.033206897,15,34.24113,-115.7197,NA,,20688,CBG,wild,,,,0.0463
CBG-21626,,,,,,Erodium texanum,,EROTEX,ERTE13,Geraniaceae,forb,native,2005,16,NA,NA,0.143255814,22,33.79972,-114.5278,213,,21626,CBG,wild,,,,0.0342
SD-7,both,y,1,mericarp,seed,Erodium texanum,,EROTEX,ERTE13,Geraniaceae,forb,native,2015,NA,NA,NA,0.36,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
GRIN-PI-633236,both,,1,seed,seed,Erysimum repandum,,ERYREP,ERRE4,Brassicaceae,forb,invasive,1998,95,NA,0.26,0.1007,600,NA,NA,NA,No info,PI 633236,GRIN,wild,,,collected before 1998,NA
CBG-21149,,,,,,Erythranthe guttata,Mimulus guttatus,ERYGUT,MIGU,Phrymaceae,forb,native,2003,88.4,NA,NA,0.003,600,36.32835,-120.57621,1437,,21149,CBG,wild,,,,0.5612
CBG-22252,,,,,,Erythranthe guttata,Mimulus guttatus,ERYGUT,MIGU,Phrymaceae,forb,native,2007,90.5,NA,NA,0.00302563,600,34.93928,-120.18556,503,,22252,CBG,wild,,,,0.2979
CBG-22361,,,,,,Erythranthe guttata,Mimulus guttatus,ERYGUT,MIGU,Phrymaceae,forb,native,1996,64,NA,NA,0.012,600,34.08472,-118.89028,375,,22361,CBG,wild,,,,0.2322
CBG-22391,,,,,,Erythranthe guttata,Mimulus guttatus,ERYGUT,MIGU,Phrymaceae,forb,native,1998,93.8,NA,NA,0.017999693,600,34.12757,-118.86163,449,,22391,CBG,wild,,,,0.224
CBG-22465,,,,,,Erythranthe guttata,Mimulus guttatus,ERYGUT,MIGU,Phrymaceae,forb,native,2001,58,NA,NA,0.012,600,34.09217,-118.65705,439,,22465,CBG,wild,,,,0.216
MCL-EE-64,,,,,,Erythranthe guttata,Mimulus guttatus,ERYGUT,MIGU,Phrymaceae,forb,native,NA,NA,NA,NA,NA,NA,38.8696,-122.42782,NA,,,MCL-EE,wild,,,,0.5647
MCL-ML-27,both,,1,seed,seed,Erythranthe guttata,Mimulus guttatus,ERYGUT,MIGU,Phrymaceae,forb,native,2015,NA,NA,NA,0.2238,NA,38.85872146,-122.4099015,636,location approximate,,MCL-ML,wild,,x,,0.5445
SS-35,,,,,,Erythranthe guttata,Mimulus guttatus,ERYGUT,MIGU,Phrymaceae,forb,native,2020,80,NA,NA,NA,NA,NA,NA,NA,"collected from various locations in Riverside, San Diego, and Orange Counties",,SS,wild,,,dont bother cleaning,NA
CBG-21071,morph,,1,seed,seed,Eschscholzia californica,,ESCCAL,ESCA2,Papaveraceae,forb,native,2003,4,NA,NA,0.414889885,600,33.63755,-117.07452,553,,21071,CBG,wild,,,,0.1516
SS-17,chem,,1,seed,seed,Eschscholzia californica,,ESCCAL,ESCA2,Papaveraceae,forb,native,2020,90,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
CBG-20684,both,,1,seed,seed,Eschscholzia glyptosperma,,ESCGLY,ESGL,Papaveraceae,forb,native,2001,2,NA,NA,0.127809216,248,34.25205,-115.72051,699,,20684,CBG,wild,,,,0.0431
CBG-23612,both,,1,seed,seed,Eschscholzia minutiflora,,ESCMIN,ESMI,Papaveraceae,forb,native,2013,0,NA,NA,0.353981142,600,34.36555,-114.28063,243,,23612,CBG,wild,,,,0.0462
CBG-21069,both,,1,seed,seed,Eucrypta chrysanthemifolia,,EUCCHR,EUCH,Boraginaceae,forb,native,2003,0,NA,NA,0.1732,333,33.86277,-117.01,585,,21069,CBG,wild,,,,0.1362
SD-8,,,,,,Eucrypta micrantha,,EUCMIC,EUMI2,Hydrophyllaceae,forb,native,2012,NA,NA,NA,NA,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,dont need,0.1157
SD-9,both,,1,seed,seed,Eucrypta micrantha,,EUCMIC,EUMI2,Hydrophyllaceae,forb,native,2015,NA,NA,NA,0.19,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
CBG-22353,both,,1,seed,seed,Eulobus californicus,Camissonia californica,EULCAL,CACA32,Onagraceae,forb,native,1996,79,NA,NA,0.137993997,600,34.0945,-118.64867,388,,22353,CBG,wild,,,,0.2261
MCL-EE-22,chem,,1,seed,seed,Euphorbia crenulata,,EUPCRE,EUCR2,Euphorbiaceae,forb,native,2019,NA,NA,NA,NA,NA,38.86968,-122.42793,673,,,MCL-EE,wild,,,only 21 seeds total; cabinet,0.5647
MCL-ML-34,both,,1,seed,seed,Euphorbia crenulata,,EUPCRE,EUCR2,Euphorbiaceae,forb,native,2021,NA,NA,NA,0.039,52,38.87058258,-122.4273523,673,,,MCL-ML,wild,,,,0.5647
SD-10,both,,1,achene,achene,Evax multicaulis,Evax verna var. verna,EVAMUL,EVVEV,Asteraceae,forb,native,2016,NA,NA,NA,0.1169,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
CBG-22004,,,1,floret,caryopsis,Festuca microstachys,Vulpia microstachys,FESMIC,VUMIM,Poaceae,grass,native,1997,67.5,NA,NA,0.075559809,84,34.1344,-118.75348,264,,22004,CBG,wild,,,,0.2062
MCL-EE-65,,,1,floret,caryopsis,Festuca microstachys,Vulpia microstachys,FESMIC,VUMIM,Poaceae,grass,native,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,MCL-EE,wild,,,,NA
MCL-ML-20,both,y,1,floret,caryopsis,Festuca microstachys,Vulpia microstachys,FESMIC,VUMIM,Poaceae,grass,native,2021,NA,NA,NA,0.23,NA,38.87244585,-122.4271412,662,S ridge watering Exp NS,,MCL-ML,wild,,,,0.5647
SS-18,,,1,floret,caryopsis,Festuca microstachys,Vulpia microstachys,FESMIC,VUMIM,Poaceae,grass,native,2019,93,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
MCL-EE-66,,,1,floret,caryopsis,Festuca myuros,Vulpia myuros,FESMYU,VUMY,Poaceae,grass,invasive,NA,NA,NA,NA,NA,NA,38.87216,-122.42714,NA,,,MCL-EE,wild,,,,0.5647
SAC-06,,,1,floret,caryopsis,Festuca myuros,Vulpia myuros,FESMYU,VUMY,Poaceae,grass,invasive,2021,NA,NA,NA,NA,NA,38.58871193,-121.4590923,NA,Sutter's landing,,SAC,wild,,,dont do this one unless it's needed,0.2569
SFREC-8,both,y,1,floret,caryopsis,Festuca myuros,Vulpia myuros,FESMYU,VUMY,Poaceae,grass,invasive,2021,NA,NA,NA,0.21,NA,39.2473973,-121.3144869,216,location estimate,,SFREC,wild,,,,0.4725
SS-19,,,,,,Festuca myuros,Vulpia myuros,FESMYU,VUMY,Poaceae,grass,invasive,2020,90,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
GRIN-W6-30756,,,,,,Festuca octoflora,Vulpia octoflora,FESOCT,VUOCO,Poaceae,grass,native,2005,NA,NA,0.413,0.0413,100,33.40222,-113.05028,377,,W6 30756,GRIN,wild,,,,0.0688
GRIN-W6-39216,,,,,,Festuca octoflora,Vulpia octoflora,FESOCT,VUOCO,Poaceae,grass,native,2009,NA,NA,0.413,0.0413,100,33.52591667,-111.6534167,456,,W6 39216,GRIN,wild,,,,0.1124
SD-11,both,y,1,floret,caryopsis,Festuca octoflora,Vulpia octoflora,FESOCT,VUOCO,Poaceae,grass,native,2015,NA,NA,NA,0.1484,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
SS-20,,,,,,Festuca octoflora,Vulpia octoflora,FESOCT,VUOCO,Poaceae,grass,native,2016,84,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
MCL-EE-25,,,,,,Festuca perennis,Lolium multiflorum,FESPER,LOPEM2,Poaceae,grass,invasive,2019,NA,NA,NA,NA,NA,NA,NA,NA,,,MCL-EE,wild,,,have another acc,NA
SFREC-9,both,y,1,floret,caryopsis,Festuca perennis,Lolium multiflorum,FESPER,LOPEM2,Poaceae,grass,invasive,2021,NA,NA,NA,0.4416,NA,39.24872381,-121.315312,193,,,SFREC,wild,,,,0.4725
SS-28,,,,,,Festuca perennis,Lolium multiflorum,FESPER,LOPEM2,Poaceae,grass,invasive,2018,97,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,x,,,0.2358
MCL-EE-27,,,,,,Galium murale,,GALMUR,GAMU4,Rubiaceae,forb,invasive,2019,NA,NA,NA,NA,NA,38.87216,-122.42714,NA,,,MCL-EE,wild,,,have another acc,0.5647
MCL-ML-33,both,,1,nutlet,nutlet,Galium murale,,GALMUR,GAMU4,Rubiaceae,forb,invasive,2021,NA,NA,NA,0.19,NA,38.86457044,-122.4285193,661,Tailings pond,,MCL-ML,wild,,,,0.5603
MCL-ML-5,both,,1,floret,floret,Gastridium ventricosum,Gastridium phleoides,GASVEN,GAPH2,Poaceae,grass,invasive,2015,NA,NA,NA,0.2441,NA,38.86147984,-122.405158,652,location approximate,,MCL-ML,wild,,,,0.5527
CBG-24794,both,,1,achene + pappus,achene + pappus,Geraea canescens,,GERCAN,GECA2,Asteraceae,forb,native,2017,22,NA,NA,0.8821,512.8,33.87157,-116.44117,394,,24794,CBG,wild,,,,0.0585
DW-11,,,,,,Geraea canescens,,GERCAN,GECA2,Asteraceae,forb,native,2015,NA,NA,NA,NA,NA,33.300718,-116.335128,NA,,,DW,wild,,,,0.0583
SAC-03,,,,,,Geranium dissectum,,GERDIS,GEDI,Geraniaceae,forb,invasive,2021,NA,NA,NA,NA,NA,38.55785121,-121.2583052,NA,Mather Lake,,SAC,wild,,,dont use this one,0.26695
SFREC-13,both,,1,seed,seed,Geranium dissectum,,GERDIS,GEDI,Geraniaceae,forb,invasive,2021,NA,NA,NA,2.7086,NA,39.28585175,-121.2921956,493,,,SFREC,wild,,,,0.5684
CBG-21065,both,,1,seed,seed,Gilia angelensis,,GILANG,GIAN,Polemoniaceae,forb,native,2003,79.6,NA,NA,0.168097151,600,33.86388,-117.00888,585,,21065,CBG,wild,,,,0.1362
CBG-22421,,,,,,Gilia capitata,,GILCAP,GICA5,Polemoniaceae,forb,native,1997,6.1,NA,NA,0.073599459,148,34.12637,-118.86496,344,,22421,CBG,wild,,,,0.224
